급여대상,사료 종목,브랜드,이름,가격,용량,사료 형태,제조국,유기농여부,특이사항,칼로리(100g),특정종대상,동물크기,급여연령,Mainflavor,Allergy,주원료,키블크기,금기대상,특정급여시기,질환,처방적용대상효능,수분,조단백질,조지방,조회분,조섬유,칼슘,인,탄수화물,오메가3,오메가6
강아지,일반식,로얄캐닌,프렌치 불독 어덜트,38780,1500,건식(반건식),프랑스,N,구부러진키블(단두종),405.8,프렌치 불독,무관,12~max,"곡류, 돼지, 옥수수, 닭, 오리, 칠면조","닭, 칠면조, 오리, 돼지, 쌀, 밀","쌀, 밀, 동물성지방(가금류), 육분(돼지), 밀글루텐, 육분(닭 오리 칠면조), 동물성유도단백질(닭 칠면조), 사탕무박, 대두유, 어유, 프락토올리고당, 글루코사민, 금잔화추출물(루테인의원료), 녹차와포도추출물(폴리페놀의원료), 뮤코다당단백(콘드로이틴의 원료), L-카르니틴, 폴리인산나트륨, 비타민, A, 비타민, D3, 철, 요오드, 구리, 망간, 아연, 항산화제",9~10,-1,무관,-1,-1,0,28.9,20,6.1,1.4,-1,-1,-1,-1,-1
강아지,일반식,로얄캐닌,포메라니안 어덜트,38000,3000,건식(반건식),프랑스,N,,353.5,포메라니안,무관,9~max,"옥수수, 닭, 칠면조, 오리, 곡류","닭, 칠면조, 오리, 옥수수, 쌀, 밀","옥수수, 육분(닭 칠면조 오리), 밀, 쌀, 밀글루텐, 동물성지방(돼지가금류), 동물성 유도단백질(닭 칠면조), 치커리펄프, 어유, 혼합광물질류합제, 대두유, 차전자피, 프락토올리고당, 보리지유, 글루코사민, 금잔화추출물(루테인의 원료), 뮤코다당단백(콘드로이틴의 원료), 비타민, A, 비타민, D3, 철, 요오드, 구리, 망간, 아연, 셀레늄, 제올라이트, 소르빈산칼륨, 항산화제.",9~10,-1,무관,-1,-1,0,24,14,5.9,2.6,0.6,0.5,-1,-1,-1
강아지,일반식,로얄캐닌,미니 코트 케어,38400,3000,건식(반건식),프랑스,N,,388.1,전체,소형,11~max,"닭, 칠면조, 오리, 곡류","닭, 칠면조, 오리, 쌀, 밀, 옥수수, 효모","육분(닭 칠면조 오리), 쌀, 밀글루텐, 소맥분, 옥수수, 동물성지방( 닭 칠면조 오리), 동물성유도단백질(닭 칠면조), 밀, 옥수수글루텐, 사탕무박, 대두유, 효모, 혼합광물질류합제, 어유, 분말셀룰로스, 식물성혼합섬유소, 프락토올리고당, 보리지유, 금잔화추출물, 비타민A, 비타민D3, 철, 구리, 망간, 아연, 셀레늄, 소르빈산칼륨, 항산화제",9~10,-1,무관,-1,-1,0,30,1.6,5.9,2.4,-1,-1,36.2,-1,-1
강아지,일반식,로얄캐닌,미니 릴렉스 케어,15900,1000,건식(반건식),프랑스,N,,380.2,전체,소형,11~max,"옥수수, 닭, 칠면조, 오리","닭, 칠면조, 오리, 쌀, 밀, 옥수수, 효모","육분(닭 칠면조 오리), 쌀, 밀글루텐, 소맥분, 옥수수, 동물성지방(닭 칠면조 오리), 동물성유도단백질(닭 칠면조), 밀, 옥수수글루텐, 사탕무박, 대두유, 효모, 혼합광물질류합제, 어유, 분말셀룰로스, 식물성혼합섬유소, 프락토올리고당, 보리지유, 금잔화추출물, 비타민A, 비타민D3, 철, 구리, 망간, 아연, 셀레늄, 소르빈산칼륨, 항산화제",9~10,-1,무관,-1,-1,0,21.2,14.5,6.5,4.1,0.8,0.5,-1,-1,-1
강아지,일반식,로얄캐닌,미니 에이징 파우치(MINI Ageing Pouch),1233,85,습식,프랑스,N,,90.5,전체,소형,145~max,"닭, 돼지, 곡류","닭, 돼지, 쌀, 밀, 곡류, 효모, 과일","육류및유도단백질(닭 돼지), 곡류(쌀), 박류(밀, 글루텐), 유지류(어유 해바라기유), 식물류(분말셀룰로스 금잔화 추출물 토마토), 혼합광물질류합제, 효모, 당류(카라멜), 비타민D3, 철, 요오드, 구리, 망간, 아연, 제올라이트",0,-1,무관,-1,-1,0,32,22,5.2,4.4,0.8,0.8,16.4,-1,-1
강아지,일반식,로얄캐닌,미니 어덜트 파우치(MINI Adult Pouch),2400,85,습식,프랑스,N,,396,전체,소형,11~max,"닭, 돼지, 곡류","닭, 돼지, 쌀, 효모","육류및유도단백질(닭 돼지), 곡류(쌀), 분말셀룰로스, 해바라기유, 어유, 카라멜, 금잔화추출물, 효모, 아미노산제합제, 비타민제합제, 제올라이트, 혼합광물질류합제",0,-1,무관,-1,-1,0,30,22,6.4,4.4,-1,-1,13.2,-1,-1
강아지,일반식,로얄캐닌,미니 스테럴라이즈드 파우치(MINI STERILISED Pouch),1458,85,습식,프랑스,N,중성화이후 체중관리,77.9,전체,소형,11~max,"닭, 돼지, 곡류","닭, 돼지, 밀","육류및유도단백질(닭 돼지), 곡류(소맥분), 분말셀룰로오스, 카라기난, 금잔화추출물(루테인의원료), 혼합광물질류합제, 당류(캐러멜), 유지류(해바라기유), 비타민D3, 철, 요오드, 구리, 망간, 아연",0,-1,중성화 이후,-1,-1,0,48,22.9,8.6,7.4,-1,-1,47.4,-1,-1
강아지,일반식,로얄캐닌,닥스훈트 어덜트 파우치(Dachshund ADULT Pouch),1625,85,습식,프랑스,N,,92.8,닥스훈트,무관,11~max,"닭, 돼지, 옥수수","닭, 돼지, 옥수수","육류및유도단백질(닭 돼지), 곡류(옥수수), 식물류(분말셀룰로스, 금잔화추출물), 미네랄, 유지류(어유), 글루코사민(갑각류추출물), 당류(캐러맬), 비타민D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,8.5,5.9,2.1,1.2,-1,-1,3.3,-1,-1
강아지,일반식,로얄캐닌,미니 다이제스티브 케어 파우치(Mini DIGESTIVE CARE POUCH),1416,85,습식,프랑스,N,변 관리,91.8,전체,무관,0~max,"닭, 돼지","닭, 돼지, 밀","육류및유도단백질(닭 돼지), 분말셀룰로스, 카라기난, 사탕무박, 금잔화추출물(루테인의원료), 곡류(밀), 해바라기유, 혼합광물질류합제, 당류(캐러멜), 비타민D3, 철, 요오드, 구리, 망간, 아연, 제올라이트",0,-1,무관,-1,-1,0,8.6,5.7,1.9,1.3,0.3,0.2,3.5,0.1,1.6
강아지,일반식,로얄캐닌,주니어 캔(Junior Can),2700,195,습식,프랑스,N,"식욕증진, 면역기능",363,전체,소형,3~10,"닭, 돼지, 곡류","닭, 돼지, 쌀, 밀","육류(닭), 동물성 유도단백질(돼지), 곡류(쌀, 분말), 어유, 밀글루텐, 사탕무박, 분말셀룰로스, 금잔화추출물, 비타민, D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,9,6,1.5,1,-1,-1,-1,-1,-1
강아지,일반식,로얄캐닌,미니 더마컴포트 파우치(MINI DERMACOMFORT POUCH),1458,85,습식,프랑스,N,피부관리,99.6,전체,소형,11~max,닭,"닭, 쌀","육류 및 유도단백질(닭), 분말셀룰로스, 카라기난, 사탕무박, 금잔화추출물(루테인의 원료), 곡류(쌀), 혼합광물질류합제, 어유, 당류(캐러멜), 비타민D3, 철, 요오드, 구리, 망간, 아연, 제올라이트.",0,-1,무관,-1,-1,0,25.5,17,5.3,1.4,-1,-1,41.3,-1,-1
강아지,일반식,로얄캐닌,어덜트 라이트 캔(ADULT Light Can),3380,195,습식,프랑스,N,"체중관리(낮은칼로리, 높은섬유쇼)",75.5,전체,소형,11~max,"닭, 돼지, 어류","닭, 돼지, 밀","육류 및 유도단백질(닭 돼지), 곡류(소맥분), 오일과지방(어유), 밀글루텐, 분말셀룰로스, 사탕무박, 혼합광물질류합제, 비타민 D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,9,2.7,1.4,2.5,0.2,0.2,-1,-1,-1
강아지,일반식,로얄캐닌,퍼피 미니 파우치(PUPPY MINI Pouch),1145,85,습식,프랑스,N,,95.1,전체,소형,3~10,"닭, 돼지","닭, 돼지, 옥수수, 쌀, 효모","육류 및 유도단백질(닭 돼지), 해바라기유, 옥수수전분, 분말셀룰로스, 쌀분말, 사탕무박, 어유, 가수분해효모, 효모추출물, 카라멜, 금잔화추출물, 베타카로틴, 아미노산제합제, 제올라이트, 혼합광물질류합제, 비타민제합제",0,-1,무관,-1,-1,0,32,24,8,4,-1,-1,16,-1,-1
강아지,일반식,로얄캐닌,스타터 무스 마더 앤 베이비독 캔(Starter mousse MOTHER&BABYDOG),2370,195,습식,프랑스,N,"임신말기,수유기",422.7,전체,소형,0~2,"닭, 돼지","닭, 돼지, 쌀","육류(닭 돼지), 동물성유도단백질(돼지), 쌀가루, 분말셀룰로스, 카제인칼슘, 어유, 가수분해효모(만난올리고당의 원료), 천연착향료, 금잔화추출물(루테인의 원료), 베타카로틴, 아미노산제합제, 카라기닌, 제올라이트, 혼합광물질류합제, 비타민D3, 철, 요오드, 구리, 망간, 아연.",0,-1,"임신기, 수유기",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
강아지,일반식,로얄캐닌,어덜트 뷰티 캔(ADULT Beauty Can),4250,195,습식,프랑스,N,피모관리,108.5,전체,소형,11~max,"닭, 돼지","닭, 돼지, 옥수수, 쌀","육류(닭), 유도단백질(돼지), 곡류(옥수수전분 쌀분말), 분말셀룰로스, 사탕무박, 혼합광물질류합제, 식물성유지, 어유, 비타민D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,9.6,6.4,2,2,-1,-1,-1,-1,-1
강아지,일반식,로얄캐닌,미니 라이트 웨이트 케어 파우치(Mini LIGHT WEIGHT CARE Pouch),1500,85,습식,프랑스,N,체중관리,67,전체,소형,11~max,"닭, 돼지, 곡류","닭, 돼지, 밀","육류 및 유도단백질 (닭 돼지), 곡류(밀), 셀룰로오스, 카라기난, 사탕무박, 금잔화추출물(루테인의 원료), 해바라기유, 혼합광물질류합제, 당류(캐러멜), 비타민D3, 철, 요오드, 구리, 망간, 아연, 제올라이트",0,-1,무관,-1,-1,0,8.7,2.3,1.7,1.7,-1,-1,4.6,-1,-1
강아지,일반식,로얄캐닌,미니 코트 케어 파우치(Mini COAT CARE Pouch),1458,85,습식,프랑스,N,털관리,99.5,전체,소형,11~max,"닭, 돼지","닭, 돼지, 밀","육류 및 유도단백질 (닭 돼지), 곡류(소맥분), 분말셀룰로스, 카라기난, 사탕무박, 금잔화 추출물(루테인의 원료), 유지류(해바라기유), 혼합광물질류, 합제, 당류(캐러멜), 비타민, D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,8.5,6.5,1.8,1.3,-1,-1,3.9,-1,-1
강아지,일반식,로얄캐닌,요크셔테리어 어덜트 파우치(YorkshireTerrier Adult Pouch),20770,1500,습식,프랑스,N,피모관리,94.3,요크셔테리어,무관,11~max,"닭, 돼지","닭, 돼지, 옥수수","육류(닭 돼지), 분말셀룰로스, 옥수수전분, 사탕무박, 어유, 카라멜, 천연착향료, 금잔화추출물, 아미노산제합제, 카라기난, 제올라이트, 혼합광물질류합제, 비타민D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,8.5,6,2.2,1.6,-1,-1,3.7,-1,-1
강아지,일반식,로얄캐닌,포메라니안 어덜트 파우치(Pomeranian ADULT Pouch),1325,85,습식,프랑스,N,,-1,포메라니안,무관,9~max,"돼지, 닭","닭, 돼지, 옥수수","육류(돼지, 닭), 옥수수전분, 분말셀룰로스, 해바라기유, 어유, 천연착향료, 카라멜, 금잔화추출물, 글루코사민, 뮤코다당단백(콘드로이틴의 원료), 아미노산제합제, 카라기난, 제올라이트, 혼합광물질류합제, 비타민D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,32.5,17.5,10.5,10,0.9,0.9,-1,-1,-1
강아지,일반식,로얄캐닌,미니 릴렉스 케어 파우치(Mini RELAX CARE Pouch),1458,85,습식,프랑스,N,환경안정감유지,89.9,전체,소형,11~max,"닭, 돼지","닭, 돼지, 밀","육류 및 유도단백질(닭 돼지), 분말셀룰로스, 카라기난, 금잔화추출물(루테인의 원료), 곡류(소맥분), 유지류(해바라기유 어유), 혼합광물질류합제, 당류(캐러멜), 어류 및 유도단백질(가수분해 어류), 비타민 A, 비타민D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,8.4,5.5,1.6,1.3,-1,-1,3.7,-1,-1
강아지,일반식,로얄캐닌,Mature+8 Can,6060,195,습식,프랑스,N,노화관리,95.7,전체,소형,97~max,"닭, 돼지","닭, 돼지, 옥수수, 쌀, 밀","육류(닭), 동물성유도단백질(닭 돼지), 곡류(옥수수전분, 쌀분말), 분말셀룰로스, 사탕무박, 식물성유지, 어유, 혼합광물질류합제, 밀글루텐, 비타민D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,9,2.7,1.4,2.5,-1,-1,-1,-1,-1
강아지,일반식,로얄캐닌,푸들 어덜트 파우치(Poodle ADULT Pouch),2650,85,습식,프랑스,N,,92.8,푸들,무관,11~max,"돼지, 닭, 연어","돼지, 닭, 연어, 옥수수","육류(돼지 닭), 어류(연어), 옥수수전분, 분말셀룰로스, 해바라기유, 어유, 카라멜, 천연착향료, 금잔화추추물(루테인원료), 아미노산제합제, 카라기난, 혼합광물질류합제, 비타민D3, 철, 요오드, 구리, 망간, 아연",0,-1,무관,-1,-1,0,9,5.8,2,1.2,-1,-1,3.5,-1,-1
강아지,일반식,에이앤에프(ANF),유기농 6Free 오리고기,52000,6000,건식(반건식),대한민국,Y,,356.5,전체,무관,0~max,오리,"닭, 오리, 연어, 쌀, 옥수수, 곡류","동물성단백질(건조분쇄된신선한오리고기 연어 닭고기), 유기농쌀, 유기농마이즈글루텐, 유기농현미, 유기농귀리, 유기농옥수수, 유기농보리, 정제계유, 유기농참깨박, 천연향미제, 유기농아마씨, 유기농해바라기씨, 유기농비트펄프, 유기농녹두, 유기농메밀, 유기농고구마, 맥반석, 유기농당근, 유기농호박, 유기농호박씨, 혼합인산칼슘, 유기농해바라기박, 비타민프리믹스(비타민A 비타민D3 비타민E 비타민K3 비타민B1 비타민B2 비타민B복합제 나이아신 비타민B6 엽산 바이오틴 비타민B12) 미네랄프리믹스(철 구리 망간 아연 인 요오드 코발트 셀레늄), 석회석, 야채믹스(브로콜리 파슬리 바나나 사과 오렌지 망고 딸기), 염화콜린, 로즈마리추출물, 비타민C, 라이신, 메티오닌, 천일염, 유카추출물",7~7,-1,무관,-1,-1,0,29.2,11.2,9,6.7,1.1,0.5,-1,-1,-1
강아지,일반식,에이앤에프(ANF),유기농 6Free 연어,52000,6000,건식(반건식),대한민국,Y,,357.7,전체,무관,0~max,연어,"닭, 연어, 쌀, 옥수수, 곡류, 과일","동물성단백질(건조분쇄 연어 닭고기), 유기농쌀, 유기농현미, 유기농귀리, 유기농보리, 유기농마이즈글루텐, 유기농참깨박, 정제계유, 유기농옥수수, 천연향미제, 유기농아마씨, 유기농해바라기씨, 유기농비트펄프, 유기농녹두, 유기농메밀, 유기농고구마, 유기농당근, 유기농호박, 맥반석, 유기농호박씨, 혼합인산칼슘, 유기농해바라기박, 비타민프리믹스(비타민A 비타민D3 비타민E 비타민K3 비타민B1 비타민B2 비타민B복합제 나이아신 비타민B6 엽산 바이오틴 비타민B12), 미네랄프리믹스(철 구리 망간 아연 인 요오드 코발트 셀레늄), 석회석, 야채믹스(브로콜리 파슬리 바나나 사과 오렌지 망고 딸기), 염화콜린, 로즈마리추출물, 라이신, 메티오닌, 천일염, 비타민C, 유카추출물",7~7,-1,무관,-1,-1,0,29.2,11.2,9,6.7,1.1,0.5,-1,-1,-1
강아지,일반식,에이앤에프(ANF),유기농 6Free 양고기,52000,6000,건식(반건식),대한민국,Y,,356.4,전체,무관,0~max,양,"닭, 연어, 양, 쌀, 옥수수, 곡류, 아마, 과일","동물성단백질(건조분쇄 양고기 닭고기 연어), 유기농쌀, 유기농마이즈글루텐, 현미, 귀리, 옥수수, 보리, 정제계유, 참깨박, 천연향미제, 아마씨, 해바라기씨, 비트펄프, 녹두, 메밀, 고구마, 맥반석, 당근, 호박, 호박씨, 해바라기박, 비타민프리믹스(비타민A, 비타민D3, 비타민, K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12), 미네랄프리믹스(철 구리 망간 아연 인 요오드 코발트 셀레늄), 야채믹스(브로콜리 파슬리 바나나 사과 오렌지 망고 딸기), 염화콜린, 석회석, 로즈마리추출물, 비타민C, 라이신, 메티오닌, 천일염, 유카추출물",7~7,-1,무관,-1,-1,0,29.2,11.2,9,6.7,1.1,0.5,-1,-1,-1
강아지,일반식,에이앤에프(ANF),유기농 6Free 소고기,18000,2000,건식(반건식),대한민국,Y,,357.2,전체,무관,0~max,소,"소, 연어, 쌀, 옥수수, 곡류, 과일","동물성단백질(건조분쇄된 소고기 연어), 쌀, 마이즈글루텐, 현미, 옥수수, 귀리, 정제계유, 보리, 참깨박, 천연향미제, 아마씨, 해바라기씨, 비트펄프, 녹두, 메밀, 고구마, 백반석, 당근, 호박, 호박씨, 해바라기박, 비타민프리믹스(비타민A 비타민D3 비타민E 비타민K3 비타민B1 비타민B2 비타민B복합제 나이아신 비타민B6 엽산 바이오틴 비타민B12), 미네랄프리믹스(철 구리 망간 아연 인 요오드 코발트 셀레늄), 야채믹스(브로콜리 파슬리 바나나 사과 오렌지 망고 딸기), 염화콜린, 석회석, 로즈마리추출물, 혼합인산칼슘, 비타민C, 라이신, 메티오닌, 천일염, 유카추출물,",7~7,-1,무관,-1,-1,0,29.2,11.2,9,6.7,1.1,0.5,-1,-1,-1
강아지,일반식,에이앤에프(ANF),더블미트 연어 포 독,80000,7200,건식(반건식),대한민국,Y,,361.7,전체,무관,0~max,연어,"연어, 쌀, 옥수수, 곡류","동물성단백질(뼈를발라낸연어 건조분쇄연어), 쌀, 마이즈글루텐, 정제계유, 천연향미제, 현미, 귀리, 해바라기박, 보리, 쌀, 비트펄프, 참깨박, 아마씨, 석회석, 혼합인산칼슘, 셀룰로스, 염화콜린, 해바라기씨, 녹두, 메밀, 고구마, 라이신, 메티오닌, 정제염, 당근, 호박, 유카추출물, 비타민프리믹스(비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타미B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12), 미네랄프리믹스(철 구리 망간 아연 인 요오드 코발트 셀레늄), 호박씨, 맥반석, 이눌린, 로즈마리추출물, 비타민C",7~10,-1,무관,-1,-1,0,33.7,13.5,11.2,9,1.1,0.5,-1,-1,-1
강아지,일반식,에이앤에프(ANF),더블미트 양고기 포 독,75000,7200,건식(반건식),대한민국,Y,,364.4,전체,무관,0~max,양,"양, 연어, 옥수수, 쌀, 곡류, 아마","동물성단백질(뼈를발라낸호주산양고기 건조분쇄된연어) 마이즈글루텐, 쌀, 정제계유, 천연향미제, 현미, 귀리, 해바라기박, 보리, 비트펄프, 참깨박, 아마씨, 셀룰로스, 염화콜린, 해바라기씨, 석회석, 혼합인산칼슘, 녹두, 메밀, 고구마, 라이신, 메티오닌, 정제염, 당근, 호박, 유카추출물, 비타민프리믹스(비타민A 비타민D3 비타민E 비타민K3 비타민B1 비타민B2 비타민B복합제 나이아신 비타민B6 엽산 바이오틴 비타민B12), 미네랄프리믹스(철 구리 망간 아연 인 요오드 코발트 셀레늄)호박씨, 맥반석, 이눌린, 로즈마리추출물, 비타민C",7~10,-1,무관,-1,-1,0,33.7,13.5,11.2,9,1.1,0.5,-1,-1,-1
강아지,일반식,에이앤에프(ANF),더블미트 소고기 포 독,85000,7200,건식(반건식),대한민국,Y,,362.9,전체,무관,0~max,소,"소, 연어, 옥수수, 쌀, 곡류, 아마","동물성단백질(뼈를발라낸소고기 건조분쇄연어), 마이즈글루텐, 쌀, 정제계유, 천연향미제, 현미, 귀리, 해바라기박, 보리, 쌀, 비트펄프, 참깨박, 아마씨, 셀룰로스, 염화콜린, 해바라기씨, 석회석, 혼합인산칼슘, 호박, 추출물, 비타민프리믹스(비타민A 비타민D3 비타민E 비타민K3 비타민B1 비타민B2 비타민B복합제 나이아신 비타민B6 엽산 바이오틴 비타민B12), 미네랄프리믹스(철 구리 망간 아연 인 요오드 코발트 셀레늄), 호박씨, 맥반석, 이눌린, 로즈마리추출물, 비타민C",7~10,-1,무관,-1,-1,0,33.7,13.5,11.2,9,1.1,0.5,-1,-1,-1
